id,time,ppg_signal,heart_rate,avg_temp,max_temp,min_temp,thermal_diff,velocity_mean,velocity_peak,flow_direction
7362,147.23,-0.888,79.8,36.77,37.370000000000005,36.370000000000005,1.0,0.63,0.81,0
7363,147.25,-0.87,77.3,37.24,37.53,37.2,0.33,0.63,0.86,0
7364,147.27,-0.952,76.9,37.04,37.66,36.79,0.87,0.61,0.83,1
7365,147.29,-0.874,78.9,37.15,37.47,36.58,0.89,0.7,0.87,1
7366,147.31,-0.889,72.9,36.11,36.56,35.77,0.79,0.51,0.67,1
7367,147.33,-0.843,73.1,36.87,37.2,36.23,0.97,0.57,0.73,1
7368,147.35,-0.954,79.0,36.65,37.23,36.49,0.74,0.4,0.56,0
7369,147.37,-0.996,68.3,37.53,38.11,36.99,1.12,0.56,0.77,0
7370,147.39,-0.959,64.3,36.89,36.99,36.5,0.49,0.5,0.76,0
7371,147.41,-0.924,72.8,36.47,37.14,36.12,1.02,0.76,1.03,0
7372,147.43,-0.933,79.7,37.23,38.11,37.07,1.04,0.38,0.53,0
7373,147.45,-0.957,76.3,37.08,37.41,36.64,0.77,0.53,0.75,0
7374,147.47,-1.034,79.3,36.39,36.76,36.19,0.57,0.52,0.73,1
7375,147.49,-0.917,64.9,36.63,37.28,36.36,0.92,0.7,0.91,0
7376,147.51,-0.843,76.6,36.63,37.04,36.260000000000005,0.78,0.41,0.56,1
7377,147.53,-0.92,78.3,37.41,37.81,37.08,0.73,0.6,0.76,1
7378,147.55,-0.914,68.2,36.9,37.68,36.29,1.39,0.61,0.83,0
7379,147.57,-0.917,79.3,37.16,37.29,37.28,0.01,0.74,0.92,0
7380,147.59,-0.927,74.4,36.55,36.79,36.19,0.6,0.47,0.67,1
7381,147.61,-0.902,90.4,36.97,37.45,36.64,0.81,0.4,0.55,1
7382,147.63,-0.93,64.1,37.45,37.53,37.05,0.48,0.67,0.85,0
7383,147.65,-0.966,81.8,36.62,36.95,36.33,0.62,0.39,0.52,1
7384,147.67,-0.992,73.0,36.86,37.18,36.26,0.92,0.52,0.73,1
7385,147.69,-0.966,66.9,36.12,36.71,35.77,0.94,0.56,0.74,0
7386,147.71,-0.939,72.4,36.42,36.96,35.99,0.97,0.69,0.9,0
7387,147.73,-0.971,76.4,36.63,36.690000000000005,36.05,0.64,0.37,0.55,1
7388,147.75,-0.941,80.2,36.27,36.53,35.86000000000001,0.67,0.56,0.77,0
7389,147.77,-0.936,83.6,37.46,37.72,37.31,0.41,0.6,0.89,1
7390,147.79,-0.917,82.1,36.38,36.74,36.07,0.67,0.47,0.64,0
7391,147.81,-0.896,70.2,37.19,37.37,36.81,0.56,0.55,0.77,1
7392,147.83,-0.957,80.7,36.89,37.38,36.82,0.56,0.73,0.9,1
7393,147.85,-1.028,77.0,36.82,37.08,36.56,0.52,0.52,0.71,0
7394,147.87,-0.981,71.7,37.54,38.06,37.15,0.91,0.55,0.77,0
7395,147.89,-0.962,73.9,35.67,36.07,34.870000000000005,1.2,0.73,0.94,0
7396,147.91,-1.057,71.5,36.7,36.91,36.23,0.68,0.57,0.8,0
7397,147.93,-0.897,75.2,36.26,36.94,35.83,1.11,0.8,1.05,0
7398,147.95,-0.961,71.4,35.82,36.5,35.08,1.42,0.35,0.58,1
7399,147.97,-0.95,69.9,36.2,36.66,35.68,0.98,0.56,0.81,0
7400,147.99,-0.901,77.4,36.81,37.16,36.260000000000005,0.9,0.72,0.93,0
7401,148.01,-1.002,78.1,36.44,36.63,36.12,0.51,0.49,0.65,0
7402,148.03,-0.943,74.1,37.25,37.86,37.1,0.76,0.56,0.8,0
7403,148.05,-0.978,81.8,36.69,37.25,36.24,1.01,0.79,0.97,1
7404,148.07,-0.983,73.7,36.64,36.88,35.88,1.0,0.48,0.71,0
7405,148.09,-1.013,73.5,36.64,36.9,35.94,0.96,0.67,0.81,0
7406,148.11,-0.892,78.3,36.75,37.24,36.22,1.02,0.71,0.89,1
7407,148.13,-0.995,74.3,36.59,36.75,36.330000000000005,0.42,0.61,0.78,1
7408,148.15,-0.942,75.4,36.37,36.64,36.28,0.36,0.61,0.83,0
7409,148.17,-1.072,62.4,37.29,37.48,37.05,0.43,0.45,0.62,1
7410,148.19,-0.92,75.1,36.49,36.690000000000005,36.05,0.64,0.71,0.91,1
7411,148.21,-0.927,65.9,36.61,36.87,36.3,0.57,0.41,0.6,0
7412,148.23,-0.975,68.9,37.01,37.59,36.41,1.18,0.66,0.91,0
7413,148.25,-0.992,68.3,36.96,37.01,36.86,0.15,0.52,0.74,0
7414,148.27,-0.962,69.8,36.35,36.84,35.980000000000004,0.86,0.54,0.75,1
7415,148.29,-0.868,72.3,37.18,37.63,36.93,0.7,0.57,0.77,1
7416,148.31,-1.071,72.6,37.07,37.66,36.47,1.19,0.67,0.83,0
7417,148.33,-0.945,78.3,36.89,37.34,36.38,0.96,0.83,0.99,1
7418,148.35,-1.03,76.1,36.58,36.9,36.35,0.55,0.62,0.83,1
7419,148.37,-0.986,65.5,36.6,36.84,36.03,0.81,0.49,0.62,0
7420,148.39,-0.998,75.4,36.7,37.3,36.620000000000005,0.68,0.38,0.58,0
7421,148.41,-1.008,76.6,36.18,36.68,36.14,0.54,0.77,0.98,0
7422,148.43,-0.988,73.4,36.78,37.08,36.56,0.52,0.63,0.76,0
7423,148.45,-1.045,74.7,37.25,37.83,37.25,0.58,0.57,0.77,1
7424,148.47,-0.937,76.0,37.24,37.55,36.86,0.69,0.61,0.81,1
7425,148.49,-1.079,78.8,36.61,37.01,36.23,0.78,0.71,1.01,1
7426,148.51,-0.963,67.1,37.33,37.61,37.01,0.6,0.54,0.74,1
7427,148.53,-1.007,73.8,37.75,38.26,37.24,1.02,0.5,0.74,0
7428,148.55,-1.049,82.5,36.64,36.84,36.38,0.46,0.4,0.62,1
7429,148.57,-0.981,82.1,37.15,37.49,37.01,0.48,0.44,0.65,1
7430,148.59,-1.07,79.3,35.67,35.940000000000005,35.43,0.51,0.55,0.79,1
7431,148.61,-0.99,77.7,36.17,36.620000000000005,36.010000000000005,0.61,0.76,0.89,1
7432,148.63,-1.064,83.3,36.85,37.33,36.57,0.76,0.52,0.72,1
7433,148.65,-0.97,84.6,36.3,36.48,35.779999999999994,0.7,0.64,0.85,0
7434,148.67,-1.04,74.4,37.82,38.3,37.77,0.53,0.77,0.92,1
7435,148.69,-1.017,70.2,37.1,37.2,36.77,0.43,0.66,0.86,0
7436,148.71,-0.98,73.6,37.28,38.120000000000005,36.69,1.43,0.9,1.1,1
7437,148.73,-1.034,90.5,36.79,37.09,36.18,0.91,0.61,0.8,0
7438,148.75,-0.998,67.2,36.3,36.91,36.04,0.87,0.58,0.74,1
7439,148.77,-1.072,72.6,36.54,36.98,35.7,1.28,0.54,0.7,0
7440,148.79,-0.965,67.9,36.93,37.38,36.74,0.64,0.9,1.08,1
7441,148.81,-0.908,75.6,36.48,36.65,36.13,0.52,0.78,1.0,0
7442,148.83,-0.857,69.0,37.14,37.71,36.97,0.74,0.38,0.58,1
7443,148.85,-0.993,74.5,37.16,37.56999999999999,36.67,0.9,0.92,1.13,0
7444,148.87,-0.958,65.2,36.8,37.29,35.84,1.45,0.67,0.86,1
7445,148.89,-1.087,78.1,35.89,36.27,35.12,1.15,0.62,0.78,0
7446,148.91,-0.923,81.1,37.66,38.09,37.09,1.0,0.68,0.86,0
7447,148.93,-0.959,73.1,36.69,36.91,36.41,0.5,0.46,0.62,0
7448,148.95,-1.023,74.3,38.15,38.52,37.78,0.74,0.63,0.68,1
7449,148.97,-0.937,74.2,37.13,37.45,36.510000000000005,0.94,0.55,0.75,0
7450,148.99,-1.012,75.9,36.7,36.96,36.150000000000006,0.81,0.55,0.74,0
7451,149.01,-1.022,74.8,37.02,37.45,36.6,0.85,0.74,1.0,0
7452,149.03,-0.975,78.8,35.79,36.26,35.36,0.9,0.56,0.79,1
7453,149.05,-1.053,81.2,37.31,37.760000000000005,36.7,1.06,0.61,0.83,1
7454,149.07,-0.948,70.9,38.08,38.46,37.42,1.04,0.65,0.8,1
7455,149.09,-1.052,73.5,35.76,36.24,35.66,0.58,0.74,0.99,1
7456,149.11,-1.052,79.5,36.66,37.11,36.21,0.9,0.79,1.0,1
7457,149.13,-1.045,67.9,36.75,37.17,36.23,0.94,0.6,0.78,1
7458,149.15,-0.962,65.1,37.24,37.67,36.95,0.72,0.54,0.7,1
7459,149.17,-1.031,76.1,37.85,38.49,37.190000000000005,1.3,0.89,1.06,0
7460,149.19,-1.067,77.5,36.99,37.15,36.65,0.5,0.21,0.4,1
7461,149.21,-1.03,71.4,37.87,38.21,37.21,1.0,0.73,0.88,1
7462,149.23,-1.002,72.1,36.89,37.36,36.56,0.8,0.58,0.78,1
7463,149.25,-1.059,71.2,37.03,37.11,36.58,0.53,0.69,0.88,0
7464,149.27,-1.058,70.7,36.96,37.64,36.51,1.13,0.61,0.84,1
7465,149.29,-0.894,78.5,37.41,37.86,36.68,1.18,0.79,0.98,0
7466,149.31,-1.043,69.1,36.59,37.18000000000001,36.040000000000006,1.14,0.66,0.77,0
7467,149.33,-1.016,73.7,37.21,37.83,36.9,0.93,0.39,0.57,1
7468,149.35,-1.018,70.5,36.18,36.66,35.83,0.83,0.38,0.52,1
7469,149.37,-1.021,67.7,36.66,36.61,36.31999999999999,0.29,0.57,0.74,1
7470,149.39,-0.968,79.4,36.48,36.91,36.08,0.83,0.69,0.84,1
7471,149.41,-0.952,72.4,36.84,37.28,36.63,0.65,0.8,1.1,0
7472,149.43,-1.014,75.9,36.64,36.82,36.26,0.56,0.5,0.68,0
7473,149.45,-1.061,67.5,37.37,37.41,36.7,0.71,0.27,0.51,0
7474,149.47,-0.935,71.3,36.36,36.85,35.7,1.15,0.66,0.84,1
7475,149.49,-1.003,78.8,35.93,36.08,35.84,0.24,0.61,0.8,1
7476,149.51,-0.912,87.9,36.12,36.93,36.06,0.87,0.62,0.8,0
7477,149.53,-1.11,65.1,37.3,37.75,37.02,0.73,0.43,0.6,1
7478,149.55,-0.988,74.0,36.32,36.99,36.28,0.71,0.78,0.95,1
7479,149.57,-0.902,77.1,37.0,37.41,36.85,0.56,0.48,0.7,0
7480,149.59,-1.015,71.9,36.65,37.2,36.18,1.02,0.65,0.85,0
7481,149.61,-1.008,79.2,37.21,37.62,36.82,0.8,0.64,0.91,1
7482,149.63,-0.982,70.7,36.68,37.28,36.62,0.66,0.68,0.87,0
7483,149.65,-1.024,75.8,38.18,38.17,37.55,0.62,0.49,0.68,1
7484,149.67,-1.012,72.4,37.75,38.33,37.43,0.9,0.46,0.66,1
7485,149.69,-1.013,81.1,36.64,37.17,36.34,0.83,0.73,0.96,1
7486,149.71,-1.027,71.6,36.57,36.94,35.97,0.97,0.68,0.89,0
7487,149.73,-0.933,73.2,38.37,38.69,37.89,0.8,0.65,0.92,0
7488,149.75,-0.971,79.7,36.26,36.6,35.87,0.73,0.77,1.1,1
7489,149.77,-0.982,69.9,36.77,37.23,36.470000000000006,0.76,0.65,0.89,1
7490,149.79,-0.953,75.3,36.81,37.45,36.3,1.15,0.54,0.76,0
7491,149.81,-1.006,65.9,36.8,37.09,36.49,0.6,0.68,0.78,1
7492,149.83,-1.031,69.6,35.93,35.99,35.58,0.41,0.67,0.94,0
7493,149.85,-1.022,76.9,37.05,37.95,36.89,1.06,0.67,0.93,0
7494,149.87,-0.992,70.0,36.31,36.84,35.68,1.16,0.47,0.75,0
7495,149.89,-1.044,72.3,37.52,37.84,36.81,1.03,0.45,0.69,0
7496,149.91,-1.016,77.5,36.07,36.71,35.63,1.08,0.73,0.88,0
7497,149.93,-1.016,72.1,36.83,37.42,36.53,0.89,0.58,0.73,1
7498,149.95,-0.883,79.1,35.69,36.19,35.099999999999994,1.09,0.31,0.46,0
7499,149.97,-1.128,76.1,35.72,36.02,35.2,0.82,0.39,0.59,0
7500,149.99,-0.997,77.2,36.38,36.91,36.07,0.84,0.4,0.56,0
7501,150.02,-0.901,81.2,36.45,37.07,35.82,1.25,0.76,1.0,0
7502,150.04,-0.981,76.6,37.53,37.59,37.21,0.38,0.59,0.76,0
7503,150.06,-0.948,82.7,36.78,37.22,36.64,0.58,0.61,0.79,0
7504,150.08,-0.98,79.6,37.45,37.91,37.06,0.85,0.55,0.76,1
7505,150.1,-1.018,72.4,36.61,37.06,35.99,1.07,0.44,0.62,1
7506,150.12,-1.096,81.5,37.1,37.51,36.68,0.83,0.71,0.86,1
7507,150.14,-0.973,76.3,36.44,37.08,36.27,0.81,0.7,0.81,0
7508,150.16,-1.021,73.0,36.4,36.76,36.08,0.68,0.49,0.74,1
7509,150.18,-1.022,76.4,35.89,36.29,35.25,1.04,0.81,0.96,0
7510,150.2,-1.006,80.6,36.97,37.43,36.52,0.91,0.71,0.89,0
7511,150.22,-0.893,77.3,36.93,37.29,36.53,0.76,0.47,0.65,1
7512,150.24,-0.859,84.1,37.19,37.31,36.82,0.49,0.56,0.66,0
7513,150.26,-0.968,80.4,36.91,37.35,36.29,1.06,0.54,0.75,0
7514,150.28,-1.001,77.6,37.81,38.260000000000005,37.21,1.05,0.65,0.92,1
7515,150.3,-1.036,69.9,36.89,37.22,36.77,0.45,0.39,0.64,1
7516,150.32,-0.953,74.1,37.3,37.67,36.71,0.96,0.49,0.67,1
7517,150.34,-0.886,75.4,36.64,36.4,36.14,0.26,0.72,0.97,0
7518,150.36,-0.987,78.5,36.35,36.99,35.63,1.36,0.36,0.47,0
7519,150.38,-1.092,78.2,37.16,37.74,36.77,0.97,0.57,0.81,0
7520,150.4,-0.939,75.8,36.76,36.89,36.13,0.76,0.42,0.58,1
7521,150.42,-0.922,75.6,37.22,37.48,36.73,0.75,0.74,0.99,1
7522,150.44,-1.05,78.6,36.98,37.67,36.8,0.87,0.65,0.85,1
7523,150.46,-0.961,70.7,36.4,36.57,35.8,0.77,0.38,0.52,1
7524,150.48,-0.946,83.5,37.34,37.84,36.78,1.06,0.44,0.65,0
7525,150.5,-0.971,64.8,36.36,36.66,36.09,0.57,0.6,0.8,0
7526,150.52,-1.006,82.3,37.11,37.59,36.65,0.94,0.25,0.46,1
7527,150.54,-0.915,74.8,37.44,37.85,36.62,1.23,0.43,0.59,0
7528,150.56,-0.985,80.0,36.61,36.95,36.31,0.64,0.48,0.62,0
7529,150.58,-1.038,76.8,37.38,37.86,36.830000000000005,1.03,0.79,1.02,0
7530,150.6,-1.065,76.7,37.0,37.3,36.82,0.48,0.51,0.71,0
7531,150.62,-0.898,77.8,37.23,37.27,36.94,0.33,0.7,0.93,1
7532,150.64,-0.929,79.0,36.38,36.59,35.82,0.77,0.53,0.76,0
7533,150.66,-0.955,73.4,36.91,37.1,36.46,0.64,0.71,0.95,1
7534,150.68,-0.98,80.2,36.1,36.18,35.74,0.44,0.37,0.65,0
7535,150.7,-0.983,69.6,37.66,38.13,36.92,1.21,0.49,0.7,1
7536,150.72,-1.009,75.0,35.79,36.16,35.57,0.59,0.58,0.73,1
7537,150.74,-0.976,79.2,36.62,37.09,36.25,0.84,0.63,0.79,1
7538,150.76,-1.059,80.0,36.33,36.83,35.83,1.0,0.65,0.84,1
7539,150.78,-0.989,77.3,37.14,37.69,36.91,0.78,0.63,0.84,1
7540,150.8,-0.966,73.0,37.76,38.24,37.26,0.98,0.68,0.95,0
7541,150.82,-0.919,79.5,37.13,37.330000000000005,36.52,0.81,0.6,0.79,1
7542,150.84,-0.95,71.7,38.28,38.8,37.9,0.9,0.63,0.91,0
7543,150.86,-0.907,83.8,36.11,36.55,35.85,0.7,0.45,0.74,0
7544,150.88,-0.878,74.6,36.15,36.99,35.809999999999995,1.18,0.36,0.58,1
7545,150.9,-0.892,67.3,36.35,36.75,36.49,0.26,0.43,0.66,1
7546,150.92,-0.92,69.0,36.86,37.34,36.26,1.08,0.35,0.53,0
7547,150.94,-0.941,75.2,36.29,36.67,35.84,0.83,0.63,0.91,0
7548,150.96,-0.989,75.7,36.42,36.83,36.06,0.77,0.74,0.91,1
7549,150.98,-0.902,84.8,37.11,37.51,37.04,0.47,0.46,0.72,0
7550,151.0,-0.854,69.8,36.18,36.49,35.56,0.93,0.75,0.9,1
7551,151.02,-0.919,75.2,36.23,36.67,35.919999999999995,0.75,0.67,0.9,1
7552,151.04,-0.839,69.7,36.6,37.120000000000005,36.09,1.03,0.52,0.78,1
7553,151.06,-1.01,72.5,36.65,36.97,36.25,0.72,0.55,0.8,1
7554,151.08,-0.99,83.4,37.31,37.88,37.23,0.65,0.77,0.95,0
7555,151.1,-0.888,69.3,36.35,36.89,35.7,1.19,0.25,0.44,0
7556,151.12,-0.916,77.9,36.44,36.66,35.82,0.84,0.77,1.05,1
7557,151.14,-0.862,77.0,37.09,37.3,36.540000000000006,0.76,0.73,0.9,1
7558,151.16,-0.927,74.9,37.2,37.690000000000005,36.74,0.95,0.51,0.69,0
7559,151.18,-0.968,77.6,37.51,37.79,37.35,0.44,0.59,0.87,1
7560,151.2,-0.934,69.2,37.03,37.22,36.46,0.76,0.84,1.04,0
7561,151.22,-0.998,83.3,36.87,37.61,36.03,1.58,0.4,0.6,0
7562,151.24,-0.976,84.6,37.09,37.3,36.67,0.63,0.57,0.86,0
7563,151.26,-0.87,75.2,36.67,36.77,36.24,0.53,0.7,0.87,0
7564,151.28,-0.873,87.1,36.66,36.9,36.48,0.42,0.63,0.79,1
7565,151.3,-0.897,73.0,35.91,36.36,35.919999999999995,0.44,0.61,0.82,1
7566,151.32,-1.0,77.0,37.25,37.66,36.92,0.74,0.87,1.07,0
7567,151.34,-0.93,82.2,36.91,37.69,36.21,1.48,0.43,0.59,1
7568,151.36,-0.972,72.7,37.19,37.44,36.52,0.92,0.44,0.68,0
7569,151.38,-0.85,68.1,35.39,35.84,35.0,0.84,0.22,0.42,1
7570,151.4,-0.936,66.9,36.78,37.41,36.29,1.12,0.44,0.64,1
7571,151.42,-0.96,85.3,36.37,36.64,36.21,0.43,0.5,0.7,1
7572,151.44,-0.902,72.4,37.55,38.09,37.13,0.96,0.65,0.8,1
7573,151.46,-0.934,74.1,37.11,37.14,36.81,0.33,0.74,0.9,0
7574,151.48,-0.826,69.4,36.92,37.67,36.510000000000005,1.16,0.46,0.58,1
7575,151.5,-0.935,79.7,36.58,37.18,36.23,0.95,0.58,0.84,0
7576,151.52,-0.967,71.1,37.0,37.26,36.66,0.6,0.81,1.01,1
7577,151.54,-1.002,72.5,36.34,36.91,35.74,1.17,0.57,0.82,1
7578,151.56,-0.895,76.5,36.75,37.41,35.96,1.45,0.68,0.86,0
7579,151.58,-0.919,69.7,36.51,36.65,36.14,0.51,0.77,1.03,1
7580,151.6,-0.961,74.1,37.93,38.21,37.25,0.96,0.46,0.58,0
7581,151.62,-0.828,82.0,37.53,38.2,37.38,0.82,0.43,0.68,1
7582,151.64,-0.852,77.1,37.33,37.74,36.95,0.79,0.84,1.04,1
7583,151.66,-0.885,75.7,36.05,36.54,35.91,0.63,0.69,0.82,1
7584,151.68,-0.814,76.1,37.23,37.63999999999999,36.88999999999999,0.75,0.4,0.46,0
7585,151.7,-0.847,73.1,36.89,37.47,36.35,1.12,0.44,0.67,1
7586,151.72,-0.919,85.0,37.41,37.91,36.79,1.12,0.57,0.82,1
7587,151.74,-0.928,70.9,36.96,37.38,36.72,0.66,0.81,1.01,1
7588,151.76,-0.833,76.1,36.8,36.78,36.31,0.47,0.75,0.98,0
7589,151.78,-0.853,75.6,36.92,37.45,36.27,1.18,0.76,0.98,1
7590,151.8,-0.862,80.0,35.9,36.45,35.28,1.17,0.53,0.73,1
7591,151.82,-0.911,80.5,36.42,36.57,35.97,0.6,0.6,0.85,0
7592,151.84,-0.836,74.8,36.99,37.16,36.71,0.45,0.48,0.61,1
7593,151.86,-0.902,76.5,37.37,37.87,37.11,0.76,0.54,0.74,1
7594,151.88,-0.867,76.6,36.52,36.96,36.290000000000006,0.67,0.43,0.66,1
7595,151.9,-0.788,63.6,36.78,36.79,36.39,0.4,0.47,0.65,1
7596,151.92,-0.891,67.1,36.0,36.24,35.76,0.48,0.49,0.7,1
7597,151.94,-0.935,72.0,37.53,37.99,36.99,1.0,0.58,0.72,0
7598,151.96,-0.907,72.2,37.36,37.9,36.91,0.99,0.66,0.86,0
7599,151.98,-0.802,69.0,37.13,37.41,36.690000000000005,0.72,0.85,1.01,1
7600,152.0,-0.837,78.7,37.0,37.37,36.97,0.4,0.55,0.72,0
7601,152.02,-0.854,75.0,37.58,37.8,37.17,0.63,0.69,0.92,0
7602,152.04,-0.871,73.9,36.4,37.06,36.09,0.97,0.57,0.68,0
7603,152.06,-0.819,68.7,36.34,36.77,35.510000000000005,1.26,0.74,0.89,1
7604,152.08,-0.884,74.8,37.33,37.6,37.19,0.41,0.41,0.65,0
7605,152.1,-0.824,61.9,37.3,37.47,36.94,0.53,0.52,0.71,0
7606,152.12,-0.874,74.2,36.2,36.35,35.720000000000006,0.63,0.7,0.86,1
7607,152.14,-0.88,75.3,36.53,37.29,36.32,0.97,0.69,0.91,0
7608,152.16,-0.865,76.2,37.64,38.01,36.85,1.16,0.69,0.83,0
7609,152.18,-0.849,67.2,37.01,37.33,36.22,1.11,0.81,0.95,0
7610,152.2,-0.831,76.1,37.19,37.55,36.96,0.59,0.34,0.53,0
7611,152.22,-0.814,69.8,36.22,36.49,35.94,0.55,0.41,0.6,0
7612,152.24,-1.008,70.9,37.13,37.510000000000005,36.3,1.21,0.68,0.84,0
7613,152.26,-0.862,78.6,36.09,36.5,35.410000000000004,1.09,0.72,0.91,1
7614,152.28,-0.839,85.1,35.81,36.21,35.480000000000004,0.73,0.7,0.97,0
7615,152.3,-0.742,75.3,37.16,37.31,36.67,0.64,1.01,1.21,0
7616,152.32,-0.869,70.9,37.52,38.1,37.400000000000006,0.7,0.46,0.6,1
7617,152.34,-0.804,75.9,36.67,36.96,35.83,1.13,0.66,0.86,0
7618,152.36,-0.735,79.7,36.53,36.8,36.120000000000005,0.68,0.59,0.68,1
7619,152.38,-0.873,78.1,37.66,37.92,37.13999999999999,0.78,0.69,0.97,0
7620,152.4,-0.785,88.7,36.7,36.89,36.49,0.4,0.66,0.8,0
7621,152.42,-0.843,71.4,36.77,37.220000000000006,36.6,0.62,0.52,0.73,1
7622,152.44,-0.826,76.3,37.65,38.23,37.16,1.07,0.66,0.87,0
7623,152.46,-0.838,82.7,36.62,36.88,35.84,1.04,0.61,0.77,0
7624,152.48,-0.832,82.4,36.47,36.5,36.18,0.32,0.62,0.88,1
7625,152.5,-0.657,65.2,37.21,37.4,37.01,0.39,0.77,1.07,1
7626,152.52,-0.748,75.0,36.44,36.75,35.98,0.77,0.97,1.13,1
7627,152.54,-0.733,82.4,36.73,36.88,36.0,0.88,0.31,0.55,0
7628,152.56,-0.761,89.5,36.14,36.42,35.87,0.55,0.79,0.94,0
7629,152.58,-0.864,78.5,36.89,37.18,36.54,0.64,0.7,0.97,1
7630,152.6,-0.761,73.2,36.83,37.23,36.26,0.97,0.49,0.75,0
7631,152.62,-0.725,70.0,37.28,37.39,36.69,0.7,0.55,0.8,1
7632,152.64,-0.818,86.1,37.23,37.75,36.88999999999999,0.86,0.73,0.85,0
7633,152.66,-0.725,78.6,37.08,37.81,36.46,1.35,0.61,0.78,0
7634,152.68,-0.735,70.8,37.0,37.69,36.49,1.2,0.59,0.76,1
7635,152.7,-0.676,74.0,36.76,37.04,36.36,0.68,0.5,0.67,1
7636,152.72,-0.786,76.6,37.1,37.63,36.52,1.11,0.49,0.76,0
7637,152.74,-0.818,77.7,36.24,36.75,35.690000000000005,1.06,0.46,0.57,0
7638,152.76,-0.778,70.5,35.63,36.02,35.440000000000005,0.58,0.52,0.74,1
7639,152.78,-0.686,71.9,37.38,37.82,36.68,1.14,0.58,0.82,0
7640,152.8,-0.847,66.7,37.14,37.68,36.67,1.01,0.65,0.81,1
7641,152.82,-0.856,80.2,36.74,37.32,36.06,1.26,0.48,0.71,0
7642,152.84,-0.745,73.3,37.34,37.580000000000005,36.93000000000001,0.65,0.71,0.93,0
7643,152.86,-0.769,77.3,36.43,36.98,35.98,1.0,0.46,0.65,0
7644,152.88,-0.744,82.1,36.45,37.18,35.970000000000006,1.21,0.72,0.97,0
7645,152.9,-0.695,76.1,36.38,36.96,35.870000000000005,1.09,0.47,0.64,1
7646,152.92,-0.767,74.4,37.08,37.79,36.37,1.42,0.9,1.15,0
7647,152.94,-0.83,76.0,36.01,35.89,35.52,0.37,0.7,0.91,1
7648,152.96,-0.632,75.3,36.42,36.940000000000005,36.03,0.91,0.73,0.91,1
7649,152.98,-0.781,81.2,36.94,37.39,36.34,1.05,0.57,0.76,0
7650,153.0,-0.781,76.6,36.2,36.81,35.71,1.1,0.69,0.82,1
7651,153.02,-0.67,72.3,36.47,36.64,35.48,1.16,0.41,0.59,0
7652,153.04,-0.742,80.2,35.69,35.989999999999995,35.23,0.76,0.45,0.59,1
7653,153.06,-0.723,81.2,37.1,37.68,36.45,1.23,0.55,0.76,1
7654,153.08,-0.693,68.3,36.46,36.65,35.88,0.77,0.83,1.08,0
7655,153.1,-0.66,82.7,36.25,36.7,36.26,0.44,0.75,0.97,1
7656,153.12,-0.728,76.8,36.15,36.55,35.9,0.65,0.26,0.42,0
7657,153.14,-0.633,76.4,36.59,36.95,36.28,0.67,0.45,0.64,0
7658,153.16,-0.813,80.0,36.01,36.52,35.91,0.61,0.59,0.8,0
7659,153.18,-0.665,72.2,37.77,37.95,37.45,0.5,0.79,1.01,1
7660,153.2,-0.742,79.8,35.61,35.85,35.48,0.37,0.64,0.92,0
7661,153.22,-0.629,73.1,36.57,36.94,36.39,0.55,0.22,0.45,1
7662,153.24,-0.688,67.6,36.85,37.01,36.4,0.61,0.42,0.63,0
7663,153.26,-0.725,70.0,36.41,37.06,35.629999999999995,1.43,0.71,0.92,1
7664,153.28,-0.656,77.8,36.91,37.15,36.78,0.37,0.63,0.81,1
7665,153.3,-0.641,70.3,36.4,36.96,36.24,0.72,0.62,0.82,0
7666,153.32,-0.651,83.1,37.57,37.79,37.28,0.51,0.77,1.01,1
7667,153.34,-0.732,80.9,36.24,36.78,35.870000000000005,0.91,0.55,0.71,1
7668,153.36,-0.701,81.7,35.62,35.7,35.529999999999994,0.17,0.7,0.92,0
7669,153.38,-0.674,75.6,36.15,36.83,35.89,0.94,0.85,1.04,0
7670,153.4,-0.673,76.3,36.99,37.620000000000005,36.75,0.87,0.63,0.92,0
7671,153.42,-0.631,69.0,36.74,37.03,36.28,0.75,0.47,0.68,0
7672,153.44,-0.766,80.0,37.18,37.41,36.69,0.72,0.54,0.76,1
7673,153.46,-0.646,76.9,37.05,37.54,36.68,0.86,0.46,0.62,1
7674,153.48,-0.674,77.8,36.48,36.57,36.16,0.41,0.26,0.53,1
7675,153.5,-0.698,83.4,36.56,36.97,36.3,0.67,0.48,0.71,1
7676,153.52,-0.69,72.0,36.61,36.85,36.2,0.65,0.7,0.97,1
7677,153.54,-0.661,74.4,37.74,38.09,37.54,0.55,0.6,0.79,1
7678,153.56,-0.827,76.6,37.15,37.42,36.44,0.98,0.8,1.0,0
7679,153.58,-0.679,70.3,37.75,37.99,37.65,0.34,0.62,0.75,1
7680,153.6,-0.685,74.1,37.22,37.96,36.95,1.01,0.73,1.02,0
7681,153.62,-0.611,77.5,36.77,37.330000000000005,36.2,1.13,0.34,0.56,0
7682,153.64,-0.675,73.4,36.29,36.39,35.97,0.42,0.53,0.82,0
7683,153.66,-0.643,81.5,36.9,37.12,36.37,0.75,0.56,0.74,1
7684,153.68,-0.552,67.4,36.77,37.34,36.03,1.31,0.48,0.7,0
7685,153.7,-0.576,80.6,36.75,37.34,36.18,1.16,0.83,1.08,0
7686,153.72,-0.577,78.3,36.7,36.82,36.540000000000006,0.28,0.31,0.53,1
